firm_id,year,YEMP,AI,L_AI,BMI,SKILL,DEO,ESG,GOV,Age,Size,Lev,RoA,Cash,Growth,Top10,Board,Separation,SOE,lngdp
1927,2012,0.4933,0.4742,,0.1442,0.0761,0.2791,4,0,1.2972,22.1666,0.6192,0.0768,0.0797,1.2987,0.6577,2.265,0,1,10.43
1927,2013,0.6787,2.0297,0.4742,0.6002,0.455,0.0,3,0,2.4708,21.2818,0.7623,0.0448,0.1251,-0.2251,0.8009,1.7449,1,0,11.341
1927,2014,0.1417,0.8964,2.0297,0.211,0.2877,0.5443,5,0,2.1508,22.8538,0.5026,0.028,0.0234,-0.573,0.7555,2.299,1,0,9.2239
1927,2015,0.2236,2.7127,0.8964,0.4374,0.4551,0.0889,6,0,1.7639,23.5713,0.4639,0.1238,0.1024,-0.573,0.6319,2.0628,0,0,10.057
1927,2016,0.3972,0.6156,2.7127,0.072,0.243,0.4047,5,0,2.9837,21.4917,0.0671,0.0519,-0.0899,-0.0721,0.912,2.2404,0,0,12.013
1927,2017,0.5667,0.9063,0.6156,0.0987,0.4539,0.289,5,0,1.5989,22.206,0.2434,0.0166,0.0455,0.5127,0.637,1.6145,1,0,10.3722
1927,2018,0.265,1.3604,0.9063,0.3083,0.5636,0.4743,3,0,2.4708,25.0176,0.1623,0.0038,0.0251,1.207,0.635,2.2055,0,1,11.9528
1927,2019,0.0293,0.8103,1.3604,0.3899,0.01,0.6294,4,1,1.7809,22.3613,0.5525,0.0414,0.047,0.5014,0.5599,2.2675,0,1,10.9215
1927,2020,0.391,2.4304,0.8103,0.0,0.3315,0.3773,2,1,2.0284,23.0132,0.3712,0.1408,0.0817,-0.0799,0.5122,1.7668,0,1,10.3611
1927,2021,0.2847,2.2185,2.4304,0.3551,0.0435,0.1424,6,0,1.4504,21.7087,0.3462,0.1208,0.0751,0.5552,0.5283,2.1596,1,0,11.0882
1927,2022,0.4033,0.9346,2.2185,0.3204,0.3727,0.5922,4,1,3.0706,21.6171,0.5166,0.0495,0.0743,0.2363,0.6229,2.0155,0,0,10.467
1928,2012,0.1532,0.2017,,0.0841,0.381,0.3584,5,0,1.7278,22.9353,0.369,0.1578,-0.0093,0.264,0.5985,2.0186,0,0,11.1737
1928,2013,0.165,0.6687,0.2017,0.5549,0.5774,0.0,5,1,3.4104,21.2707,0.213,0.0166,0.0588,-0.0733,0.5511,1.8218,1,1,9.3005
1928,2014,0.2635,1.6536,0.6687,0.0676,0.4108,0.2148,5,0,2.0692,21.4383,0.3838,-0.0266,0.2243,-0.3237,0.518,1.9634,0,0,12.013
1928,2015,0.136,0.9986,1.6536,0.3412,0.3707,0.1437,3,0,1.8642,23.5587,0.4672,0.0345,0.1837,0.0407,0.5727,2.3395,0,1,10.0249
1928,2016,0.1431,0.1239,0.9986,0.1349,0.5858,0.0,3,0,2.5908,21.0878,0.2754,-0.0098,0.1108,0.0817,0.5604,1.9663,1,0,10.2806
1928,2017,0.2305,0.1585,0.1239,0.6602,0.5009,0.5371,4,0,1.6671,21.2998,0.5636,0.0246,0.0828,-0.229,0.837,2.2655,0,0,10.4265
1928,2018,0.3025,2.079,0.1585,0.9015,0.1307,0.8344,2,0,0.9361,21.5669,0.4788,0.0183,0.0793,0.634,0.6167,2.1304,0,1,12.013
1928,2019,0.1614,1.0314,2.079,0.2715,0.2557,0.229,4,1,0.5121,21.7838,0.519,0.0478,0.0752,0.5414,0.73,1.9603,0,1,9.0304
1929,2015,0.0319,0.0128,,0.1765,0.2526,0.2538,4,1,3.0986,22.0556,0.4722,0.0547,-0.0368,0.278,0.5471,2.446,0,0,11.6321
1929,2016,0.5327,1.8479,0.0128,0.2808,0.8263,0.6024,6,1,2.5489,20.3741,0.7082,0.058,0.1248,0.1232,0.6973,1.9279,1,0,10.7541
1929,2017,0.2566,1.1766,1.8479,0.0297,0.5223,0.0,3,0,3.526,22.2356,0.5876,-0.0139,0.1295,-0.573,0.7292,2.1407,0,0,11.6615
1929,2018,0.1414,2.2731,1.1766,0.1892,0.3895,0.2445,3,0,2.1568,22.382,0.3994,0.0976,0.0915,1.0391,0.7081,2.1065,1,1,11.642
1929,2019,0.3445,3.812,2.2731,0.7256,0.4793,0.4541,3,0,1.2241,20.2162,0.3365,0.1138,0.0308,0.0728,0.2923,2.0137,0,0,10.4541
1929,2020,0.534,1.0206,3.812,0.1495,0.3948,0.0688,4,0,1.1399,24.2127,0.5036,0.1515,0.2075,0.3537,0.8824,2.1424,0,0,10.0642
1929,2021,0.3939,1.3545,1.0206,0.3,0.6066,0.3548,5,0,1.5189,24.4709,0.1254,0.0396,-0.0215,0.0539,0.5725,2.2572,1,1,10.5174
1930,2014,0.2603,0.5657,,0.1303,0.3309,0.7877,6,0,1.8359,22.1113,0.4834,0.0092,0.0437,0.2825,0.8412,2.6153,0,1,11.8551
1930,2015,0.3974,1.3063,0.5657,0.3818,0.4434,0.3104,5,0,1.4254,22.7023,0.3477,0.221,0.0735,0.3081,0.6311,1.9402,1,0,10.9668
1930,2016,0.4118,0.5195,1.3063,0.4656,0.8274,0.6348,2,0,1.2608,22.4067,0.3631,0.0262,0.2109,0.1682,0.7937,2.2555,1,0,10.5912
1930,2017,0.2027,1.9771,0.5195,0.1015,0.5306,0.2051,3,0,1.9814,22.3176,0.05,0.0203,-0.0151,0.4619,0.8129,2.3111,0,1,11.4539
1930,2018,0.4055,1.0749,1.9771,0.3548,0.2381,0.2791,5,0,2.4056,21.2401,0.4109,0.0429,0.1522,0.4889,0.529,1.9917,0,1,10.5977
1930,2019,0.1465,0.8686,1.0749,0.1498,0.2315,0.1258,5,0,3.526,21.4422,0.6203,0.0359,0.0078,0.2934,0.7232,2.1519,1,0,11.1417
1931,2018,0.4367,2.2933,,0.4241,0.4421,0.2038,3,1,2.3487,22.2023,0.7036,0.0227,0.008,0.2494,0.7971,2.3382,0,0,11.4979
1931,2019,0.0163,3.4165,2.2933,0.6029,0.297,0.3095,3,0,2.1232,21.2793,0.7123,0.0286,0.0534,0.3152,0.7399,2.0575,1,0,10.1124
1931,2020,0.3586,2.1969,3.4165,0.5323,0.3968,0.4083,4,0,2.9503,21.5883,0.4424,0.0931,0.0136,0.2996,0.5653,2.0904,0,0,11.8725
1931,2021,0.4625,1.0027,2.1969,0.3142,0.7077,0.0704,5,0,0.6145,19.031,0.4668,0.0753,0.081,0.1691,0.223,2.0972,0,0,9.2299
1931,2022,0.2601,0.7574,1.0027,0.0714,0.4953,0.3417,5,0,3.0981,19.6827,0.292,-0.0531,0.0949,0.0375,0.6043,1.9373,1,0,11.0114
1931,2023,0.4056,0.0313,0.7574,0.3583,0.01,0.0,4,1,2.3756,19.8804,0.2288,0.0163,0.1467,0.2159,0.5406,2.2945,0,0,11.2426
1932,2012,0.2267,0.0099,,0.0121,0.2811,0.7891,4,0,2.7872,22.7,0.05,0.124,-0.081,-0.0977,0.4859,1.9023,0,0,11.2662
1932,2013,0.3688,0.8841,0.0099,0.5804,0.6384,0.6828,4,1,1.7048,21.415,0.05,0.0724,0.0713,0.6193,0.6826,2.1614,0,0,10.9861
1932,2014,0.2704,0.5365,0.8841,0.1218,0.4901,0.1728,7,0,2.6284,22.7547,0.4533,0.0878,0.1621,-0.1903,0.4907,2.3659,0,0,12.013
1932,2015,0.1215,3.8129,0.5365,0.5691,0.3106,0.0857,6,0,2.1113,22.7746,0.6388,-0.0496,0.005,0.1086,0.6187,2.0211,1,0,11.531
1932,2016,0.5775,0.7794,3.8129,0.2433,0.2484,0.0452,5,0,1.8634,23.5462,0.05,0.0661,0.0928,0.8101,0.223,2.0626,0,0,10.7009
1932,2017,0.208,0.2691,0.7794,0.2412,0.5968,0.46,4,0,2.2189,23.0923,0.1933,0.0886,0.0726,0.2078,0.5269,2.5684,0,0,11.4129
1932,2018,0.5775,1.2754,0.2691,0.0444,0.4038,0.592,4,1,2.0327,22.1394,0.7484,0.0847,-0.0017,0.0314,0.5892,1.887,0,1,10.6356
1933,2013,0.2649,1.6135,,0.0,0.5944,0.0545,4,0,1.4722,21.2873,0.1213,0.0592,0.0096,-0.1804,0.4145,2.0218,1,0,9.7083
1933,2014,0.3516,1.1879,1.6135,0.3187,0.3719,0.0,5,0,1.191,23.0642,0.0549,0.1284,-0.022,0.0948,0.6518,2.2083,0,1,10.7324
1933,2015,0.8038,2.6532,1.1879,0.3957,0.7522,0.2603,6,0,1.3932,22.0805,0.4258,0.0186,-0.0313,0.0368,0.5587,2.1331,1,0,9.7997
1933,2016,0.4094,0.5295,2.6532,0.2444,0.2314,0.0,4,0,1.7438,23.8124,0.3168,0.0285,-0.0147,0.8202,0.6772,2.0447,0,1,11.1161
1933,2017,0.1336,2.232,0.5295,0.5319,0.7638,0.369,3,0,1.7028,23.4866,0.5945,0.0182,-0.0099,0.2973,0.4704,1.8568,1,0,10.1828
1933,2018,0.4249,1.3812,2.232,0.0,0.0937,0.1855,6,0,2.2216,22.421,0.4224,0.1104,0.0226,0.1376,0.5037,2.2944,0,0,10.7212
1933,2019,0.0507,1.7591,1.3812,0.333,0.3264,0.3438,5,0,1.3645,22.2503,0.6304,0.016,-0.0029,0.5442,0.6018,2.0473,0,0,11.7577
1933,2020,0.1836,3.2067,1.7591,0.4594,0.1685,0.0294,2,0,2.0427,22.9102,0.2124,0.0558,-0.0036,0.4744,0.453,2.1515,1,0,9.9817
1933,2021,0.2377,0.3428,3.2067,0.0526,0.01,0.3733,5,0,1.2269,22.6768,0.4644,-0.0749,-0.0185,0.1263,0.6204,1.9996,0,0,12.013
1933,2022,0.1301,1.8512,0.3428,0.2011,0.3557,0.068,4,0,2.8164,22.9429,0.2287,0.1045,0.1621,0.908,0.7417,2.17,0,1,10.4413
1934,2011,0.4846,3.384,,0.2503,0.5912,0.2448,4,1,2.3845,24.6625,0.6338,0.1171,0.056,-0.0037,0.7317,2.1861,1,1,11.4319
1934,2012,0.3476,1.0406,3.384,0.0,0.3389,0.2531,4,1,0.9756,21.6614,0.1759,0.0535,-0.0634,-0.2938,0.5044,1.9293,0,0,12.013
1934,2013,0.3168,1.3649,1.0406,0.2615,0.5573,0.2701,4,1,2.5275,23.7492,0.3313,0.0799,-0.0033,0.3904,0.5434,1.852,0,0,10.377
1934,2014,0.3902,1.3225,1.3649,0.455,0.1872,0.4333,4,0,2.7111,22.7154,0.7839,0.1189,-0.1001,0.3257,0.7889,2.13,0,1,10.3232
1934,2015,0.2639,2.8951,1.3225,0.2001,0.59,0.5967,6,0,0.4643,20.1447,0.2171,0.0634,0.0357,-0.573,0.8084,1.8043,0,1,11.8505
1934,2016,0.2278,1.1904,2.8951,0.4029,0.4325,0.3104,4,0,1.7049,22.5921,0.3576,0.0544,0.0773,-0.2867,0.6419,2.2077,1,1,11.8686
1934,2017,0.4225,2.9239,1.1904,0.1003,0.6003,0.0,5,0,1.6837,22.1983,0.4668,0.0166,0.0972,-0.0912,0.4451,1.997,0,0,11.7541
1934,2018,0.5298,1.1259,2.9239,0.3761,0.6088,0.144,3,1,2.0863,21.5033,0.1761,0.0975,0.0257,0.6015,0.5568,1.8914,0,0,10.0811
1934,2019,0.317,2.0543,1.1259,0.1057,0.2571,0.231,5,1,2.8123,22.7307,0.2758,0.0257,0.1221,-0.122,0.7884,2.117,0,0,11.2749
1934,2020,0.2607,2.0709,2.0543,0.2588,0.4533,0.471,4,1,1.494,23.7042,0.6785,0.0607,-0.0628,-0.4544,0.4339,1.8006,0,1,11.061
1934,2021,0.3995,1.3583,2.0709,0.0278,0.5248,0.0941,3,1,1.6501,21.3453,0.05,0.108,-0.0405,0.661,0.5014,2.1894,1,0,10.7697
1935,2012,0.4192,2.2538,,0.5972,0.3265,0.3885,3,0,1.3027,21.1495,0.6828,-0.0258,0.0625,-0.2749,0.3832,2.0957,1,1,11.2177
1935,2013,0.4943,1.8302,2.2538,0.3047,0.5432,0.3968,2,1,3.4779,19.9657,0.2333,-0.0332,0.167,-0.4407,0.6496,2.0286,0,0,11.32
1935,2014,0.2852,0.176,1.8302,0.5251,0.0894,0.1266,3,0,1.014,21.3028,0.729,0.1427,0.1528,0.2444,0.345,2.0186,0,0,11.3177
1935,2015,0.3657,1.8224,0.176,0.3361,0.5004,0.2942,4,0,1.7476,22.6221,0.3065,0.0864,-0.0076,1.1357,0.4766,1.6487,1,1,10.4843
1935,2016,0.1325,1.6484,1.8224,0.1126,0.3281,0.2372,4,0,1.3957,23.9207,0.3658,0.0458,-0.01,0.4723,0.3046,1.7518,0,0,10.82
1935,2017,0.2437,2.1986,1.6484,0.4217,0.3022,0.1199,4,0,1.9565,20.3549,0.5608,0.0894,0.1342,0.0899,0.5085,1.9917,0,0,11.0454
1935,2018,0.1958,0.3179,2.1986,0.3599,0.2392,0.4761,6,0,2.5706,24.3396,0.3797,-0.0198,-0.0419,0.3987,0.5132,1.9372,1,1,10.0649
1935,2019,0.2385,1.6776,0.3179,0.3422,0.1126,0.3989,3,0,2.5612,21.7179,0.5862,0.0289,-0.0452,0.9796,0.7992,2.2354,0,1,11.71
1935,2020,0.201,2.4153,1.6776,0.126,0.4676,0.382,5,0,2.4743,23.4405,0.6992,-0.0166,-0.0246,0.72,0.6692,2.2499,0,1,10.4639
1935,2021,0.0398,1.4866,2.4153,0.0031,0.3103,0.0626,5,0,2.7675,22.1379,0.3624,0.0417,-0.0083,0.1156,0.6148,2.3787,1,0,10.2988
1936,2016,0.4377,0.0758,,0.3576,0.4521,0.4953,5,0,2.6219,22.8135,0.4296,0.0614,0.1348,0.5469,0.3971,2.0075,0,0,10.943
1936,2017,0.1254,0.5668,0.0758,0.208,0.2079,0.0479,3,0,3.2851,22.8783,0.5967,-0.0583,0.0439,-0.4204,0.7162,2.1285,0,1,11.9475
1936,2018,0.1307,2.3715,0.5668,0.158,0.5797,0.3036,4,1,2.9807,22.6102,0.6493,0.0581,0.0026,-0.1277,0.7881,2.082,0,0,10.4919
1936,2019,0.3117,0.1011,2.3715,0.2484,0.1672,0.1566,4,0,2.5133,21.2085,0.5102,0.0783,0.0919,-0.3762,0.7801,1.9674,0,0,11.0344
1936,2020,0.3301,1.0498,0.1011,0.3141,0.3778,0.2774,4,1,2.9384,21.2681,0.2781,0.0378,0.076,0.2381,0.6708,1.887,0,0,9.8217
1936,2021,0.195,0.3132,1.0498,0.1499,0.0622,0.3598,5,0,1.0991,20.4217,0.2757,-0.0334,0.0865,0.7646,0.7858,2.4746,0,1,11.4673
1936,2022,0.3281,0.7775,0.3132,0.4998,0.5235,0.0,6,0,1.0104,22.0555,0.05,0.0462,0.0778,0.2653,0.6743,2.708,0,0,10.7351
1936,2023,0.2376,0.6288,0.7775,0.1464,0.3849,0.4932,5,0,2.9615,22.8449,0.372,0.0389,0.1175,0.2275,0.6188,2.0895,0,1,10.3062
1937,2013,0.3044,0.8034,,0.1232,0.5525,0.5628,5,0,0.6281,19.5349,0.3367,0.0745,0.0651,0.21,0.256,1.8941,0,0,9.3096
1937,2014,0.3248,2.2988,0.8034,0.3181,0.3608,0.4847,4,0,3.526,23.4672,0.2106,0.0934,0.1832,0.1922,0.6569,2.3485,0,0,9.8692
1937,2015,0.2579,0.9931,2.2988,0.0245,0.2718,0.1693,4,1,0.7804,22.4426,0.5542,0.181,-0.0408,0.4244,0.4786,1.9338,1,1,9.3349
1937,2016,0.2906,1.4875,0.9931,0.2552,0.4229,0.1083,4,0,0.9689,21.3509,0.4068,-0.0396,0.0137,-0.4751,0.4827,2.2605,1,0,10.4741
1937,2017,0.3261,0.9307,1.4875,0.0911,0.5722,0.4171,3,0,3.2935,23.4419,0.592,0.06,0.1126,0.4613,0.4448,2.4252,1,0,11.0551
1937,2018,0.3686,0.8097,0.9307,0.2392,0.2891,0.4723,3,0,1.0477,24.0715,0.0771,0.04,0.0738,0.4729,0.4511,2.4857,0,1,9.7855
1938,2011,0.4049,1.4259,,0.4065,0.4777,0.4323,3,0,1.6958,22.5072,0.4859,0.0485,0.0637,0.2072,0.3874,2.3148,1,0,10.8707
1938,2012,0.4508,1.1231,1.4259,0.0712,0.4042,0.3695,4,0,2.3454,21.0294,0.5669,0.0152,0.091,-0.2203,0.4225,2.0166,0,0,10.8667
1938,2013,0.2225,0.647,1.1231,0.0,0.4417,0.3155,3,1,0.824,19.8897,0.2999,0.1664,0.0236,0.6934,0.4203,2.5957,1,0,11.712
1938,2014,0.4316,0.0125,0.647,0.0015,0.4138,0.1439,4,0,1.5099,23.6704,0.2882,0.0331,-0.0268,0.6822,0.507,2.2199,0,0,10.3723
1938,2015,0.225,1.0709,0.0125,0.0,0.4425,0.3336,6,1,1.4801,19.669,0.1296,-0.0687,0.0176,0.2333,0.5392,2.3054,1,0,9.2883
1938,2016,0.5046,2.8263,1.0709,0.0,0.4232,0.4919,4,1,1.9587,20.6679,0.3783,0.0133,0.0851,0.1683,0.514,1.8891,0,0,11.5265
1938,2017,0.309,1.6246,2.8263,0.5213,0.5619,0.5252,4,0,1.2131,22.8435,0.0959,0.0539,0.1648,0.2845,0.7284,2.1016,1,0,10.4196
1938,2018,0.6029,0.9731,1.6246,0.0,0.3756,0.2082,4,0,1.6733,22.1392,0.4849,0.0079,0.0375,0.131,0.4038,2.2049,0,1,10.4228
1938,2019,0.1787,1.418,0.9731,0.4087,0.01,0.238,3,0,1.0114,20.9566,0.4115,0.0524,0.01,0.599,0.6324,2.2749,1,0,11.3272
1938,2020,0.2558,0.4528,1.418,0.3911,0.6198,0.0647,5,0,2.2592,20.9468,0.2211,0.1006,0.0449,0.391,0.383,1.8671,0,0,11.5889
1938,2021,0.2923,1.7608,0.4528,0.2523,0.3901,0.2598,5,0,1.131,19.2682,0.3395,0.0259,0.0441,0.1032,0.5553,1.6668,1,1,12.013
1938,2022,0.1693,1.5174,1.7608,0.1579,0.463,0.5104,2,0,1.6794,23.0328,0.593,-0.1121,-0.0656,0.1532,0.3974,2.0083,1,0,10.3353
1938,2023,0.3595,1.9168,1.5174,0.3312,0.1171,0.4764,3,0,1.0147,24.0935,0.3865,-0.0089,-0.0183,0.4701,0.7193,2.0545,1,0,12.013
1939,2014,0.403,0.4999,,0.0,0.5933,0.2143,4,0,2.1687,20.9297,0.6135,0.0812,0.083,1.0335,0.2262,2.2486,0,0,11.3284
1939,2015,0.4032,0.4121,0.4999,0.5766,0.3315,0.4129,4,0,1.6285,22.3765,0.302,0.0791,0.0189,0.175,0.6975,2.0044,0,1,11.7182
1939,2016,0.0028,0.2628,0.4121,0.3733,0.1293,0.0884,3,0,1.431,21.2913,0.5908,-0.0161,0.0863,0.2452,0.6316,2.1172,0,1,11.2919
1939,2017,0.1432,0.7265,0.2628,0.4016,0.1804,0.0529,3,0,2.3631,23.9919,0.897,0.1519,0.1393,0.3794,0.5881,2.1863,0,0,10.0908
1939,2018,0.122,0.8879,0.7265,0.4875,0.5415,0.5186,3,0,1.4126,21.1494,0.4391,0.0453,0.1142,0.0632,0.4265,2.1725,0,1,10.3824
1939,2019,0.1927,0.2479,0.8879,0.0783,0.0406,0.2429,4,0,0.9678,22.2316,0.1949,0.0888,0.0808,0.1269,0.5499,1.7891,1,1,10.1217
1939,2020,0.3153,0.0324,0.2479,0.1734,0.6622,0.4871,5,0,1.5407,22.0882,0.2879,0.1322,-0.0793,0.1416,0.912,2.1197,1,0,11.3824
1939,2021,0.3339,0.4517,0.0324,0.157,0.6092,0.641,4,1,3.4011,19.031,0.4788,0.0932,0.1817,0.0763,0.5858,2.2448,1,0,10.8219
1940,2016,0.0,0.6351,,0.1969,0.2694,0.0,4,0,1.5782,23.1049,0.6265,-0.0071,-0.0119,-0.5685,0.3435,2.2588,1,0,10.6842
1940,2017,0.3289,0.6481,0.6351,0.0001,0.7566,0.3421,6,0,1.3327,20.5467,0.3407,0.1679,0.0159,-0.1988,0.4311,1.9791,1,0,10.3542
1940,2018,0.3177,2.9268,0.6481,0.4833,0.3252,0.6953,3,0,1.0531,20.6662,0.5762,-0.0112,0.1838,0.3651,0.6097,2.6342,0,1,11.4356
1940,2019,0.2788,1.882,2.9268,0.295,0.4952,0.0,4,0,1.3833,22.3074,0.4184,0.0412,-0.0831,0.0305,0.4201,2.1737,0,1,11.5028
1940,2020,0.0474,0.6718,1.882,0.4265,0.01,0.7898,4,0,2.2056,25.2778,0.2465,0.1046,0.1461,0.3566,0.7181,1.8966,0,0,9.8201
1940,2021,0.4644,0.9024,0.6718,0.2778,0.7106,0.3032,4,1,1.1748,24.6006,0.5175,-0.0604,0.0376,0.0296,0.223,1.9613,1,0,10.8562
1940,2022,0.1947,0.547,0.9024,0.0,0.0864,0.0,2,1,0.6837,25.0355,0.3823,0.1129,0.0185,0.2312,0.6378,1.8939,0,1,11.8564
1940,2023,0.0505,2.0254,0.547,0.0891,0.1401,0.3279,4,0,2.7649,20.3944,0.2242,0.0225,0.1747,0.8442,0.5745,1.9509,0,1,11.0139
1941,2013,0.1104,0.8182,,0.28,0.0783,0.6072,6,0,2.4747,20.2264,0.05,0.0174,0.0989,-0.1039,0.6547,2.4757,0,0,11.4808
1941,2014,0.5293,1.695,0.8182,0.5632,0.9543,0.2486,3,0,2.7427,24.3426,0.3384,0.1387,-0.015,0.6868,0.3154,1.6343,0,0,10.0491
1941,2015,0.4021,1.7686,1.695,0.0722,0.5827,0.1813,6,0,0.3887,22.3675,0.6096,0.075,0.0668,-0.0158,0.574,2.1599,0,1,11.2616
1941,2016,0.0,1.1102,1.7686,0.3249,0.4745,0.3048,3,0,1.4952,22.3141,0.7114,-0.0232,0.0179,0.4521,0.533,2.15,0,0,11.0371
1941,2017,0.136,2.6402,1.1102,0.4908,0.2172,0.1291,5,0,2.1497,22.0831,0.4074,0.0946,-0.002,-0.1228,0.223,2.1612,1,0,10.2258
1941,2018,0.4326,0.8162,2.6402,0.2961,0.1095,0.0612,4,0,1.7551,23.8034,0.4565,-0.0182,0.0217,0.2683,0.4597,2.1858,1,0,10.2647
1941,2019,0.0,2.0723,0.8162,0.1143,0.2529,0.1908,6,0,1.4954,21.4759,0.4683,-0.0594,0.0909,0.8179,0.6633,1.9966,0,1,10.3951
1941,2020,0.1862,2.3606,2.0723,0.5591,0.5066,0.3736,4,0,1.6491,23.4051,0.7994,0.0783,-0.0304,0.2897,0.7341,2.1333,1,1,10.9911
1942,2011,0.1478,2.4987,,0.1838,0.5604,0.4512,5,0,1.0549,23.179,0.3816,0.1078,0.0775,0.5603,0.8987,2.5249,0,0,9.2694
1942,2012,0.4439,1.4168,2.4987,0.373,0.2075,0.1301,1,0,2.5892,22.3611,0.1331,-0.0156,-0.0141,0.7815,0.5338,2.2179,1,0,10.6675
1942,2013,0.331,3.5351,1.4168,0.6204,0.6165,0.2817,3,0,1.5546,21.4924,0.6235,0.0718,0.0342,0.5883,0.484,2.3302,0,0,12.013
1942,2014,0.3076,1.2036,3.5351,0.4879,0.1406,0.0,4,1,0.8758,21.5514,0.4866,0.0619,0.059,-0.523,0.4648,2.0279,0,0,10.6539
1942,2015,0.4136,1.0536,1.2036,0.3437,0.2732,0.4259,6,0,3.3942,21.7857,0.5021,0.0761,0.0411,0.375,0.5389,2.0699,0,0,8.7636
1942,2016,0.4344,0.8307,1.0536,0.0871,0.2263,0.3955,5,0,2.2203,21.8346,0.6728,-0.0756,0.0831,0.5298,0.4052,2.1796,1,0,11.072
1942,2017,0.4812,1.8974,0.8307,0.2374,0.6777,0.4865,5,1,2.8571,23.6455,0.5399,0.0554,0.0392,0.6402,0.8054,2.3858,0,0,10.8647
1942,2018,0.2643,1.8529,1.8974,0.6066,0.4829,0.3734,3,0,2.4974,20.7643,0.2591,-0.0123,0.067,0.2807,0.5183,2.0923,0,0,11.3543
1942,2019,0.2732,1.6792,1.8529,0.2792,0.7113,0.1603,4,1,1.9885,21.852,0.3348,0.0601,0.0726,0.7239,0.693,1.9391,1,0,11.1176
1942,2020,0.3921,1.7741,1.6792,0.8725,0.4013,0.019,4,0,2.3713,21.9929,0.4769,0.0898,0.1631,0.8305,0.5383,2.5316,0,0,12.013
1942,2021,0.3362,2.0224,1.7741,0.3122,0.3775,0.8312,4,0,1.855,23.6638,0.459,-0.0237,0.0324,-0.0268,0.6321,1.9459,0,1,10.7982
1943,2012,0.306,0.7457,,0.0,0.3048,0.6514,2,0,2.1023,22.5683,0.2811,-0.043,-0.116,0.3037,0.7724,1.9824,1,1,9.7606
1943,2013,0.6369,3.7868,0.7457,0.6915,0.5753,0.1828,3,1,0.0,21.9688,0.3542,0.081,-0.0128,-0.2201,0.5143,1.8939,0,0,11.2301
1943,2014,0.3465,2.2523,3.7868,0.0482,0.5072,0.3053,6,1,0.3038,24.4427,0.1187,0.0194,-0.0068,-0.3396,0.4676,2.0677,0,0,10.9511
1943,2015,0.2047,0.933,2.2523,0.2133,0.2247,0.0878,2,1,2.8193,21.4225,0.6271,0.0353,0.0013,-0.3616,0.7687,2.2074,1,0,10.9326
1943,2016,0.5165,3.4294,0.933,0.6891,0.7442,0.7297,5,1,1.7705,23.7479,0.4254,0.0378,0.1557,-0.0167,0.7083,2.2011,0,0,11.5096
1943,2017,0.3461,0.9726,3.4294,0.6367,0.151,0.0117,4,1,2.2905,23.7721,0.6625,0.067,0.0772,0.3638,0.6785,2.0769,0,0,10.428
1943,2018,0.2609,0.1302,0.9726,0.206,0.01,0.357,5,1,1.9352,21.9027,0.2166,-0.0194,0.1356,0.6104,0.5495,2.056,1,0,10.6156
1943,2019,0.0604,0.6618,0.1302,0.2536,0.3094,0.0674,3,1,0.5267,22.9623,0.3828,0.0055,0.0511,0.4312,0.5395,2.1581,0,0,11.4328
1943,2020,0.1996,1.1639,0.6618,0.7953,0.238,0.0408,3,0,1.5598,20.6497,0.3377,0.04,0.0474,-0.573,0.32,2.3607,0,0,10.6671
1943,2021,0.1904,1.9376,1.1639,0.4586,0.3616,0.0,4,0,2.1567,23.1238,0.2435,-0.047,0.1014,-0.1388,0.6191,2.0672,0,0,11.4271
1943,2022,0.2134,1.6922,1.9376,0.2183,0.32,0.6383,6,0,2.1369,22.0777,0.4368,0.0527,0.0334,-0.007,0.5036,1.6356,0,0,10.9222
1943,2023,0.1796,2.0282,1.6922,0.1637,0.2248,0.2598,3,0,3.526,21.4328,0.3279,0.0528,-0.053,0.3681,0.262,2.3095,1,0,10.2308
1944,2013,0.5724,0.9829,,0.1069,0.3281,0.3591,4,1,2.1157,22.4763,0.4651,0.0485,0.0459,0.3802,0.6925,2.2104,0,0,10.7785
1944,2014,0.0,1.9919,0.9829,0.3169,0.1431,0.2294,4,1,2.6737,20.4204,0.3317,0.1252,0.0252,-0.0286,0.3545,2.5923,1,0,11.6434
1944,2015,0.026,1.6729,1.9919,0.1246,0.1692,0.2668,5,1,2.2646,22.4581,0.5004,0.0016,0.0789,-0.0614,0.7871,2.1333,0,0,9.5886
1944,2016,0.3517,1.4057,1.6729,0.3594,0.5208,0.0783,5,0,0.0,20.781,0.7818,0.0791,0.153,-0.573,0.5719,2.1102,0,1,10.209
1944,2017,0.412,1.4135,1.4057,0.3443,0.4912,0.1172,6,0,1.8138,21.1957,0.4887,0.009,0.1025,0.6319,0.5459,2.2586,0,1,11.4102
1944,2018,0.3088,2.2758,1.4135,0.1795,0.1764,0.5119,3,0,2.697,22.3343,0.4488,0.0983,0.0607,0.0751,0.8231,2.008,0,0,10.817
1944,2019,0.4654,3.4084,2.2758,0.6289,0.6468,0.4744,5,0,1.3406,21.4887,0.412,0.0328,0.0233,-0.4126,0.59,2.1382,0,0,11.0446
1944,2020,0.4267,3.7932,3.4084,0.305,0.5696,0.0591,3,0,2.3478,22.4466,0.5366,0.0321,-0.0249,0.4757,0.5747,2.4011,0,1,12.013
1944,2021,0.3074,1.5602,3.7932,0.2211,0.4299,0.3519,5,0,3.526,22.294,0.3188,0.0637,0.0746,0.332,0.4448,2.1028,0,0,9.7306
