series,x,value
growth.lnY,118,-0.535695
growth.lnT,119,-0.227333
growth.lnY,119,-0.327394
growth.lnT,120,-1.422698
growth.lnY,120,-0.456341
growth.lnT,121,0.090156
growth.lnY,121,0.383277
growth.lnT,122,1.106832
growth.lnY,122,0.006543
growth.lnT,123,-1.037073
growth.lnY,123,-0.216641
growth.lnT,124,-1.622191
growth.lnY,124,-0.250322
growth.lnT,125,-1.424047
growth.lnY,125,-0.067681
growth.lnT,126,1.227595
growth.lnY,126,0.408957
growth.lnT,127,0.377541
growth.lnY,127,0.127741
growth.lnT,128,0.307906
growth.lnY,128,-0.342746
growth.lnT,129,-0.202122
growth.lnY,129,-0.03919
growth.lnT,130,-0.605643
growth.lnY,130,0.011488
growth.lnT,131,0.029814
growth.lnY,131,-0.053828
growth.lnT,132,-0.860977
growth.lnY,132,-0.040636
growth.lnT,133,-0.219414
growth.lnY,133,0.02022
growth.lnT,134,0.043522
growth.lnY,134,0.043072
growth.lnT,135,-0.719284
growth.lnY,135,-0.178428
growth.lnT,136,0.036413
growth.lnY,136,-0.124984
growth.lnT,137,0.031942
growth.lnY,137,-0.048482
growth.lnT,138,1.230397
growth.lnY,138,0.149566
growth.lnT,139,0.187962
growth.lnY,139,0.160841
growth.lnT,140,-1.55948
growth.lnY,140,0.268231
growth.lnT,141,-0.581963
growth.lnY,141,0.065778
growth.lnT,142,0.440054
growth.lnY,142,0.639966
growth.lnT,143,0.687527
growth.lnY,143,-0.143881
growth.lnT,144,0.504197
growth.lnY,144,-0.58329
growth.lnT,145,1.151786
growth.lnY,145,-0.105453
growth.lnT,146,-0.466144
growth.lnY,146,-0.604124
growth.lnT,147,0.167931
growth.lnY,147,0.36746
growth.lnT,148,0.570947
growth.lnY,148,0.048926
growth.lnT,149,0.318636
growth.lnY,149,-0.204694
growth.lnT,150,0.048782
growth.lnY,150,-0.243356
growth.lnT,151,-0.039079
growth.lnY,151,-0.642596
growth.lnT,152,0.301882
growth.lnY,152,0.486004
growth.lnT,153,-0.043664
growth.lnY,153,-0.355394
growth.lnT,154,1.979418
growth.lnY,154,-0.034576
growth.lnT,155,0.460547
growth.lnY,155,0.173791
growth.lnT,156,-0.790943
growth.lnY,156,-0.017707
growth.lnT,157,-0.946839
growth.lnY,157,0.301532
growth.lnT,158,-0.535084
growth.lnY,158,-0.076059
growth.lnT,159,-0.869662
growth.lnY,159,-0.228609
growth.lnT,160,-1.135265
growth.lnY,160,-0.328559
growth.lnT,161,0.096248
growth.lnY,161,-0.40408
growth.lnT,162,1.110018
growth.lnY,162,0.562079
growth.lnT,163,-0.856515
growth.lnY,163,-0.480585
growth.lnT,164,0.120099
growth.lnY,164,0.315979
growth.lnT,165,-0.536249
growth.lnY,165,0.037326
growth.lnT,166,0.217035
growth.lnY,166,-0.274512
growth.lnT,167,0.437195
growth.lnY,167,-0.124465
growth.lnT,168,-1.174221
growth.lnY,168,-0.031601
growth.lnT,169,0.892158
growth.lnY,169,0.242491
growth.lnT,170,-0.631569
growth.lnY,170,0.018942
growth.lnT,171,1.160957
growth.lnY,171,-0.223552
growth.lnT,172,0.671429
growth.lnY,172,0.272852
growth.lnT,173,0.379578
growth.lnY,173,-0.062244
growth.lnT,174,0.798425
growth.lnY,174,-0.362839
growth.lnT,175,0.387685
growth.lnY,175,0.479333
growth.lnT,176,0.718217
growth.lnY,176,0.122266
growth.lnT,177,-1.150997
growth.lnY,177,-0.198833
growth.lnT,178,2.147786
growth.lnY,178,0.103219
growth.lnT,179,-1.273029
growth.lnY,179,-0.246138
growth.lnT,180,0.647858
growth.lnY,180,0.053297
growth.lnT,181,0.840117
growth.lnY,181,0.157638
growth.lnT,182,1.820719
growth.lnY,182,0.597152
growth.lnT,183,0.869917
growth.lnY,183,0.448603
growth.lnT,184,0.648203
growth.lnY,184,-0.356325
growth.lnT,185,0.392032
growth.lnY,185,-0.190726
growth.lnT,186,0.272705
growth.lnY,186,0.099643
growth.lnT,187,0.21658
growth.lnY,187,0.29284
growth.lnT,188,-1.789328
growth.lnY,188,-0.18621
growth.lnT,189,0.204436
growth.lnY,189,0.379737
growth.lnT,190,0.696074
growth.lnY,190,0.017638
growth.lnT,191,-0.552257
growth.lnY,191,-0.346977
growth.lnT,192,0.88988
growth.lnY,192,-0.532239
growth.lnT,193,-3.181976
growth.lnY,193,0.124143
growth.lnT,194,0.399558
growth.lnY,194,-0.176596
growth.lnT,195,1.150637
growth.lnY,195,0.049587
growth.lnT,196,0.135894
growth.lnY,196,0.104908
growth.lnT,197,-0.991974
growth.lnY,197,-0.598824
growth.lnT,198,-1.046583
growth.lnY,198,-0.628233
growth.lnT,199,-1.112234
growth.lnY,199,-0.594217
growth.lnT,200,0.85759
growth.lnY,200,0.381449
growth.lnT,201,0.217921
growth.lnY,201,-0.31356
growth.lnT,202,-0.017452
growth.lnY,202,0.05447
growth.lnT,203,0.527708
growth.lnY,203,0.365574
growth.lnT,204,0.266878
growth.lnY,204,0.223945
growth.lnT,205,-0.314636
growth.lnY,205,-0.518307
growth.lnT,206,0.446481
growth.lnY,206,0.091996
growth.lnT,207,0.341256
growth.lnY,207,-0.263165
growth.lnT,208,-2.024555
growth.lnY,208,-0.582068
growth.lnT,209,-1.104398
growth.lnY,209,0.593738
growth.lnT,210,1.341559
growth.lnY,210,0.193607
growth.lnT,211,-0.245979
growth.lnY,211,0.40966
growth.lnT,212,0.453223
growth.lnY,212,-0.498958
growth.lnT,213,-0.864025
growth.lnY,213,0.010665
growth.lnT,214,-0.18352
growth.lnY,214,-0.151438
growth.lnT,215,2.546504
growth.lnY,215,-0.009298
growth.lnT,216,0.194621
growth.lnY,216,0.026554
growth.lnT,217,-1.661421
growth.lnY,217,0.343478
growth.lnT,218,-1.383943
growth.lnY,218,-0.176365
growth.lnT,219,-1.155786
growth.lnY,219,-0.001585
growth.lnT,220,-0.895783
growth.lnY,220,0.069981
growth.lnT,221,-0.513001
growth.lnY,221,-0.23431
growth.lnT,222,0.245558
growth.lnY,222,-0.398991
growth.lnT,223,1.037887
growth.lnY,223,-0.24125
growth.lnT,224,0.3262
growth.lnY,224,-0.100759
growth.lnT,225,-0.810463
growth.lnY,225,-0.69966
growth.lnT,226,0.036337
growth.lnY,226,-0.403982
growth.lnT,227,-0.822882
growth.lnY,227,-0.760757
growth.lnT,228,0.28026
growth.lnY,228,0.001025
growth.lnT,229,-1.626699
growth.lnY,229,-0.638017
growth.lnT,230,-1.385601
growth.lnY,230,0.407425
growth.lnT,231,-0.753086
growth.lnY,231,0.145334
growth.lnT,232,1.221433
growth.lnY,232,-0.122238
growth.lnT,233,0.420624
growth.lnY,233,-0.293451
growth.lnT,234,-0.058605
growth.lnY,234,-0.017286
growth.lnT,235,1.357464
growth.lnY,235,0.107512
growth.lnT,236,3.189149
growth.lnY,236,0.594485
growth.lnT,237,-1.159102
growth.lnY,237,-0.112231
growth.lnT,238,-0.570475
growth.lnY,238,-0.122336
growth.lnT,239,0.075504
growth.lnY,239,0.186965
cases.jx,接入便利,0.86
cases.jx,计量透明,0.88
cases.jx,成本可控,0.84
cases.jx,合规可信,0.79
cases.jx,生态丰度,0.72
cases.sz,接入便利,0.83
cases.sz,计量透明,0.74
cases.sz,成本可控,0.71
cases.sz,合规可信,0.86
cases.sz,生态丰度,0.85
cases.wz,接入便利,0.74
cases.wz,计量透明,0.78
cases.wz,成本可控,0.82
cases.wz,合规可信,0.88
cases.wz,生态丰度,0.66
cases.gz,接入便利,0.7
cases.gz,计量透明,0.85
cases.gz,成本可控,0.68
cases.gz,合规可信,0.81
cases.gz,生态丰度,0.79
cases.sh,接入便利,0.76
cases.sh,计量透明,0.72
cases.sh,成本可控,0.89
cases.sh,合规可信,0.77
cases.sh,生态丰度,0.9
cases.category,metering,143.0
cases.category,cost,118.0
cases.category,capability,97.0
cases.category,trust,76.0
biblio.wos,2015,180.0
biblio.cnki,2015,420.0
biblio.wos,2016,249.460003
biblio.cnki,2016,663.685809
biblio.wos,2017,378.202959
biblio.cnki,2017,936.274155
biblio.wos,2018,415.13288
biblio.cnki,2018,1257.366651
biblio.wos,2019,520.0
biblio.cnki,2019,1500.0
biblio.wos,2020,902.807321
biblio.cnki,2020,2318.200028
biblio.wos,2021,1259.213943
biblio.cnki,2021,3056.666006
biblio.wos,2022,1600.0
biblio.cnki,2022,3800.0
biblio.wos,2023,2516.884911
biblio.cnki,2023,5164.41957
biblio.wos,2024,3400.0
biblio.cnki,2024,6600.0
biblio.wos,2025,4499.822361
biblio.cnki,2025,7724.602819
biblio.wos,2026,5600.0
biblio.cnki,2026,8900.0
facts.daily_call,2024年初,0.1
facts.daily_call,2025年6月底,30.0
facts.daily_call,2025年底,100.0
facts.daily_call,2026年3月,140.0
facts.util_idc,31%—50%,0.067
facts.util_idc,51%—70%,0.48
facts.util_idc,70%以上,0.35
facts.util_idc,其他,0.103
