participant_id,t_index,day,prompt_of_day,answered,deployed_family,negative affect,positive affect,arousal,stressor intensity,controllability appraisal,social presence,at home,time of day (sin),time of day (cos),day in protocol,regulatory effort,perceived regulation success,response latency,item: changed the situation,item: looked away or distracted,item: thought about it differently,item: kept it inside
149,76,13,4,1,Situation selection,1.5687,5.6447,3.4920,0.0821,0.6958,0.0000,1.0000,0.0000,-1.0000,0.9231,2.4012,1.5654,-0.8393,2.7625,1.5723,1.1609,2.3733
149,77,13,5,1,Cognitive change,1.0000,5.4956,4.0589,0.6655,0.3951,0.0000,0.0000,-0.8660,-0.5000,0.9231,3.9105,4.7402,0.3514,1.0000,2.6782,6.2289,1.1824
149,78,13,6,0,Attentional deployment,2.9773,4.8829,3.7175,0.4988,0.2411,0.0000,0.0000,-0.8660,0.5000,0.9231,4.5000,2.2615,-0.1150,1.0512,5.8098,1.0000,1.6740
149,79,14,1,1,Response modulation,2.8480,5.0667,4.0374,0.4566,0.4558,1.0000,0.0000,0.0000,1.0000,1.0000,3.4860,4.0509,0.8805,1.0000,1.7623,2.6700,5.6577
149,80,14,2,1,Situation modification,2.3357,5.0548,3.1741,0.6511,0.7247,0.0000,1.0000,0.8660,0.5000,1.0000,3.5996,4.5648,1.0275,4.6769,2.4549,3.2657,1.9226
149,81,14,3,1,Attentional deployment,2.3151,6.0719,4.9969,0.4495,0.1696,0.0000,0.0000,0.8660,-0.5000,1.0000,4.1519,4.0388,0.2221,1.7848,6.0077,4.5347,1.0000
149,82,14,4,1,Cognitive change,4.3133,4.0128,4.4289,0.1124,0.4328,0.0000,0.0000,0.0000,-1.0000,1.0000,2.6690,3.3731,0.6362,1.4993,1.0000,5.9570,1.7335
149,83,14,5,1,Situation modification,3.6523,5.1283,5.6604,0.5287,0.5500,1.0000,0.0000,-0.8660,-0.5000,1.0000,3.6930,2.9319,0.1106,5.2653,2.0584,1.8293,1.0000
149,84,14,6,1,Attentional deployment,3.2767,5.4215,5.3127,0.5146,0.4428,0.0000,1.0000,-0.8660,0.5000,1.0000,3.5420,3.3541,0.1103,1.0000,6.7979,1.1318,3.2463
150,1,1,1,1,Cognitive change,1.0000,7.0000,2.6634,0.3407,0.8059,0.0000,1.0000,0.0000,1.0000,0.0000,3.1610,2.3611,0.7123,1.3556,2.1644,4.2653,1.0706
150,2,1,2,1,Response modulation,1.6611,5.9582,3.4682,0.7041,0.7506,1.0000,1.0000,0.8660,0.5000,0.0000,2.9664,3.4302,0.1968,1.4430,3.3945,1.0000,5.5614
150,3,1,3,0,Situation modification,2.8601,4.2420,4.3550,0.2985,0.5990,0.0000,1.0000,0.8660,-0.5000,0.0000,2.9273,4.1425,-0.6537,5.5516,1.0000,1.0000,1.7644
150,4,1,4,1,Response modulation,1.4480,5.7926,4.1120,0.5585,0.5301,1.0000,0.0000,0.0000,-1.0000,0.0000,4.1894,3.6813,0.5419,1.0000,1.4860,1.0000,5.6694
150,5,1,5,1,Cognitive change,1.6802,5.5370,4.1722,0.4995,0.2620,0.0000,0.0000,-0.8660,-0.5000,0.0000,4.0533,4.8858,0.3273,1.0000,1.9564,7.0000,1.8172
150,6,1,6,1,Response modulation,1.7920,5.1801,3.8416,0.7999,0.3112,0.0000,1.0000,-0.8660,0.5000,0.0000,4.3807,3.4760,1.3484,1.7082,1.7614,1.6063,6.1720
150,7,2,1,1,Situation modification,2.4515,4.4784,4.2358,0.8611,0.4124,1.0000,1.0000,0.0000,1.0000,0.0769,5.3005,3.4070,0.7567,6.1052,2.6314,1.0000,1.2958
150,8,2,2,1,Attentional deployment,1.1393,5.6539,4.2215,0.3522,0.6741,0.0000,0.0000,0.8660,0.5000,0.0769,2.8873,3.2648,0.3080,1.0000,6.0583,4.1398,1.6507
150,9,2,3,1,Response modulation,1.4015,6.1485,3.9104,0.2636,0.9800,0.0000,0.0000,0.8660,-0.5000,0.0769,3.9203,1.8398,-0.4509,1.4220,3.5372,1.3100,6.3616
150,10,2,4,1,Situation modification,1.1411,6.1346,3.6407,0.1303,0.5826,0.0000,0.0000,0.0000,-1.0000,0.0769,2.7988,2.9995,0.2153,7.0000,1.0000,1.7327,2.6368
150,11,2,5,1,Attentional deployment,3.0346,5.5159,4.4847,0.4237,0.4317,0.0000,1.0000,-0.8660,-0.5000,0.0769,3.3540,2.7629,0.3163,1.0000,5.6127,2.6993,1.0000
150,12,2,6,0,Situation modification,2.5322,6.1719,4.4177,0.5315,0.6039,0.0000,1.0000,-0.8660,0.5000,0.0769,3.7263,1.5014,-0.2312,6.0222,2.7161,1.6663,1.0000
150,13,3,1,1,Response modulation,3.0382,4.9659,3.9882,0.5832,0.6346,1.0000,1.0000,0.0000,1.0000,0.1538,3.3691,1.1505,-0.4695,1.0000,2.6123,2.0620,6.8757
150,14,3,2,1,Attentional deployment,2.5057,4.9856,4.2710,0.0240,0.2458,1.0000,1.0000,0.8660,0.5000,0.1538,2.5770,3.5966,-0.2396,1.8838,6.9616,2.5837,1.6624
150,15,3,3,1,Response modulation,1.6063,5.5179,3.5675,0.2130,0.4821,1.0000,1.0000,0.8660,-0.5000,0.1538,2.5493,3.5297,0.3111,1.0000,1.8938,2.4610,6.2057
150,16,3,4,1,Situation modification,1.0000,6.4156,3.2786,0.5434,0.4793,0.0000,1.0000,0.0000,-1.0000,0.1538,3.7098,3.6572,0.1305,4.6775,2.6536,1.0648,1.0623
150,17,3,5,1,Situation modification,2.3672,4.0641,4.6456,0.8474,0.8717,1.0000,0.0000,-0.8660,-0.5000,0.1538,3.6304,4.7936,0.4975,4.0976,3.2264,2.8007,2.3929
150,18,3,6,1,Response modulation,2.3608,6.1349,3.9466,0.4998,0.3841,1.0000,1.0000,-0.8660,0.5000,0.1538,3.1714,3.3314,0.5643,1.2025,2.5000,1.0000,4.8105
150,19,4,1,1,Response modulation,3.9901,5.3542,4.4536,0.4253,0.3442,0.0000,1.0000,0.0000,1.0000,0.2308,3.1624,1.0000,-0.2634,1.1751,1.0000,1.0000,6.9039
150,20,4,2,1,Response modulation,3.3440,4.5622,3.6424,0.4505,0.5992,0.0000,1.0000,0.8660,0.5000,0.2308,3.9622,1.7858,-0.9651,2.2357,1.0000,1.0000,2.4640
150,21,4,3,1,Response modulation,2.6568,6.0398,2.9406,0.0628,0.6715,0.0000,0.0000,0.8660,-0.5000,0.2308,2.2451,3.5756,-0.0290,1.0000,1.7120,3.5567,3.8247
150,22,4,4,1,Response modulation,1.7842,5.8761,3.4227,0.5483,0.1655,1.0000,0.0000,0.0000,-1.0000,0.2308,4.1529,2.5973,1.3892,1.0000,1.5337,1.8788,5.8772
150,23,4,5,1,Response modulation,3.1385,5.6136,4.5323,0.3519,0.4590,1.0000,1.0000,-0.8660,-0.5000,0.2308,3.3699,3.1757,0.8633,3.3422,1.0000,1.0000,4.2427
150,24,4,6,1,Cognitive change,1.0000,6.2313,3.9246,0.3803,0.4617,0.0000,0.0000,-0.8660,0.5000,0.2308,2.6323,6.1805,0.2643,1.0000,2.8936,6.1044,1.0000
150,25,5,1,1,Attentional deployment,1.5228,4.7616,3.4401,0.5045,0.1988,0.0000,1.0000,0.0000,1.0000,0.3077,3.0781,4.6205,0.9242,2.5601,7.0000,2.1551,3.3448
150,26,5,2,0,Response modulation,1.0000,6.3071,3.8069,0.3380,0.5243,1.0000,0.0000,0.8660,0.5000,0.3077,2.8907,2.4678,0.1655,1.7673,1.3688,2.4430,5.1461
150,27,5,3,1,Attentional deployment,1.8698,4.8788,3.5944,0.4958,0.4735,0.0000,0.0000,0.8660,-0.5000,0.3077,3.2932,3.3356,-0.2948,1.0000,6.9312,2.7503,1.6235
150,28,5,4,1,Situation selection,1.6716,4.4347,4.8469,0.4569,0.9092,1.0000,1.0000,0.0000,-1.0000,0.3077,2.4431,5.8738,-0.0160,4.4087,3.5306,1.0000,1.6492
150,29,5,5,1,Attentional deployment,1.7374,6.2232,3.1831,0.2883,0.4432,1.0000,0.0000,-0.8660,-0.5000,0.3077,3.3811,3.3940,-0.2849,1.0000,4.2214,2.3829,3.2896
150,30,5,6,1,Situation modification,1.8330,5.5280,3.9811,0.3649,0.2042,0.0000,1.0000,-0.8660,0.5000,0.3077,3.3000,1.3397,0.0428,4.2193,1.9182,2.3543,2.1723
150,31,6,1,1,Cognitive change,1.0000,5.7551,3.2466,0.0981,0.4780,1.0000,0.0000,0.0000,1.0000,0.3846,3.2387,5.9767,0.0672,1.3105,1.1801,7.0000,1.0158
150,32,6,2,1,Cognitive change,1.0000,6.6529,3.6899,0.5272,0.7159,0.0000,0.0000,0.8660,0.5000,0.3846,4.1920,4.9392,0.5731,1.7628,1.3299,6.4812,1.6792
150,33,6,3,0,Attentional deployment,1.0000,5.6006,3.8153,0.3323,0.3720,0.0000,0.0000,0.8660,-0.5000,0.3846,3.2854,4.1363,0.8445,2.3761,4.2890,1.2013,1.0000
150,34,6,4,0,Response modulation,1.3547,5.2701,2.8642,0.2763,0.4954,1.0000,1.0000,0.0000,-1.0000,0.3846,4.2469,2.6563,0.1760,1.2701,2.1031,1.0000,4.0707
150,35,6,5,1,Cognitive change,2.3984,5.0620,4.0703,0.6811,0.2461,0.0000,1.0000,-0.8660,-0.5000,0.3846,3.8483,3.8545,0.5769,1.0000,2.3854,5.1602,2.9959
150,36,6,6,1,Cognitive change,4.0143,4.0082,5.1413,0.4370,0.5053,0.0000,0.0000,-0.8660,0.5000,0.3846,3.0218,3.2401,-0.1419,4.5342,2.0694,6.8679,1.0000
150,37,7,1,1,Situation modification,1.9837,5.9943,4.7605,0.4496,0.6020,0.0000,0.0000,0.0000,1.0000,0.4615,4.4651,3.5498,0.7855,3.8662,2.0016,2.4089,1.0000
150,38,7,2,0,Situation modification,3.6080,5.3174,3.9086,0.5792,0.7095,0.0000,0.0000,0.8660,0.5000,0.4615,2.9495,3.9574,-0.3667,5.4354,2.7133,2.7773,1.0000
150,39,7,3,1,Response modulation,2.6872,4.3753,4.1017,0.7792,0.4634,1.0000,0.0000,0.8660,-0.5000,0.4615,3.9939,3.7575,-0.4118,1.9559,1.1731,2.1974,5.6620
150,40,7,4,1,Situation modification,3.3450,4.7107,3.7632,0.1797,0.2234,0.0000,0.0000,0.0000,-1.0000,0.4615,3.1852,1.8283,0.2104,6.1202,1.0997,1.5100,1.0000
150,41,7,5,1,Response modulation,2.2277,5.3743,4.8818,0.2728,0.6114,0.0000,1.0000,-0.8660,-0.5000,0.4615,3.2690,1.5028,-0.4493,1.8412,1.6425,1.7804,5.0689
150,42,7,6,1,Cognitive change,1.0000,5.7675,3.8630,0.4487,0.7494,0.0000,0.0000,-0.8660,0.5000,0.4615,3.4457,4.0623,0.2040,1.0000,2.0718,5.0811,1.6981
150,43,8,1,1,Situation modification,1.2844,6.2672,4.4921,0.1345,0.8273,1.0000,1.0000,0.0000,1.0000,0.5385,3.0660,5.5038,-0.2823,7.0000,2.5206,1.0000,1.0000
150,44,8,2,1,Attentional deployment,2.0295,6.1165,3.2136,0.6307,0.8049,0.0000,0.0000,0.8660,0.5000,0.5385,2.7356,1.0000,0.0519,1.2677,7.0000,3.2821,2.8559
150,45,8,3,1,Cognitive change,1.3035,5.9138,3.7165,0.2009,0.7369,1.0000,1.0000,0.8660,-0.5000,0.5385,3.4542,3.5164,0.1964,1.0000,1.0000,7.0000,1.7205
150,46,8,4,1,Response modulation,2.2383,6.2351,4.8729,0.4242,0.1118,0.0000,0.0000,0.0000,-1.0000,0.5385,3.8915,2.5636,-0.1360,1.3702,3.9135,2.4839,3.8540
150,47,8,5,1,Cognitive change,4.4251,3.4173,4.8780,0.3133,0.3085,1.0000,1.0000,-0.8660,-0.5000,0.5385,4.1879,2.6535,-0.0185,1.0000,4.3280,5.5094,1.0000
150,48,8,6,1,Situation modification,3.9614,4.0307,4.5644,0.4990,0.1125,1.0000,1.0000,-0.8660,0.5000,0.5385,2.9974,1.4869,0.2734,6.0921,1.0000,1.0000,2.5020
150,49,9,1,1,Cognitive change,1.8252,5.3247,4.1889,0.6223,0.6643,1.0000,0.0000,0.0000,1.0000,0.6154,4.3770,5.6636,0.6511,2.1249,2.8613,6.0664,2.4842
150,50,9,2,1,Response modulation,1.0000,6.5156,3.3396,0.0346,0.3671,1.0000,0.0000,0.8660,0.5000,0.6154,2.6866,3.7336,0.3161,1.0000,2.3441,1.0000,4.3968
150,51,9,3,1,Cognitive change,1.0000,5.5557,3.7956,0.3101,0.7712,0.0000,0.0000,0.8660,-0.5000,0.6154,3.7382,5.6755,0.9838,2.4499,1.2430,5.1887,1.7678
150,52,9,4,1,Cognitive change,1.2733,5.8709,3.8266,0.0590,0.8603,1.0000,0.0000,0.0000,-1.0000,0.6154,2.5852,2.2998,-1.2464,2.3800,3.1542,3.3035,1.1335
150,53,9,5,1,Situation modification,1.2000,6.0936,4.6906,0.4311,0.5842,1.0000,0.0000,-0.8660,-0.5000,0.6154,2.7975,2.7697,-0.5860,4.2553,1.0000,2.0409,1.2719
150,54,9,6,1,Response modulation,2.7439,4.4973,3.9305,0.2844,0.4827,0.0000,0.0000,-0.8660,0.5000,0.6154,3.6163,3.4045,-0.1963,2.4114,1.1602,2.2616,5.0831
150,55,10,1,0,Attentional deployment,1.1209,5.6307,3.4903,0.1714,0.8065,0.0000,1.0000,0.0000,1.0000,0.6923,2.5024,3.1763,0.4881,1.1720,6.3917,4.7504,1.0000
150,56,10,2,1,Attentional deployment,1.0000,7.0000,3.9304,0.3045,0.7051,1.0000,1.0000,0.8660,0.5000,0.6923,2.6238,2.9555,0.3641,1.4463,4.3678,4.2620,2.6281
150,57,10,3,1,Situation modification,1.0000,6.7373,4.5707,0.1869,0.8343,1.0000,0.0000,0.8660,-0.5000,0.6923,2.4690,4.7042,0.0411,5.6637,1.2984,3.7263,1.9339
150,58,10,4,1,Response modulation,2.5428,6.8281,4.0284,0.5865,0.0200,1.0000,0.0000,0.0000,-1.0000,0.6923,3.6180,1.6970,0.2908,1.4982,2.2191,1.0000,4.6841
150,59,10,5,1,Situation modification,1.4530,4.7730,3.4892,0.3190,0.6307,0.0000,0.0000,-0.8660,-0.5000,0.6923,3.4750,3.6993,0.0440,7.0000,1.9153,2.5116,1.0841
150,60,10,6,1,Situation selection,1.6823,5.2459,3.7124,0.2013,0.2365,1.0000,0.0000,-0.8660,0.5000,0.6923,3.4215,2.6238,-0.1405,4.1331,3.7121,1.1886,1.4431
150,61,11,1,1,Situation modification,1.0000,5.9644,2.5230,0.1561,0.3377,1.0000,1.0000,0.0000,1.0000,0.7692,2.4358,3.7578,0.9194,4.9899,1.3666,1.0000,3.1104
150,62,11,2,1,Response modulation,3.0060,4.8888,3.5408,0.1693,0.6230,1.0000,1.0000,0.8660,0.5000,0.7692,3.1190,1.7953,-0.0253,1.9858,1.0000,3.5751,4.6892
150,63,11,3,1,Cognitive change,1.6931,6.4743,4.2007,0.3521,0.5251,1.0000,1.0000,0.8660,-0.5000,0.7692,2.9696,4.1975,0.4099,2.8762,3.2997,4.4720,1.9223
150,64,11,4,1,Response modulation,2.7869,5.1767,4.6452,0.6184,0.5144,1.0000,1.0000,0.0000,-1.0000,0.7692,3.7618,2.2961,-0.2456,3.4563,1.0000,1.1705,5.3953
150,65,11,5,0,Situation modification,2.7500,4.9637,4.4405,0.2824,0.4063,0.0000,0.0000,-0.8660,-0.5000,0.7692,3.5295,4.8723,-0.2076,4.5295,2.6205,1.4481,1.0000
150,66,11,6,1,Response modulation,2.5793,4.8885,3.7058,0.3229,0.3232,1.0000,1.0000,-0.8660,0.5000,0.7692,2.4816,2.5818,0.6407,2.8784,3.1928,1.7599,5.3683
150,67,12,1,1,Situation modification,2.4030,4.3459,3.5528,0.4865,0.7211,0.0000,1.0000,0.0000,1.0000,0.8462,2.9727,4.6756,-0.2331,5.0824,1.0019,2.3512,2.0154
150,68,12,2,1,Situation modification,1.0000,5.9953,2.9596,0.0445,0.8810,0.0000,0.0000,0.8660,0.5000,0.8462,2.9966,3.5106,0.5249,6.7468,1.0000,2.3791,1.0000
150,69,12,3,0,Response modulation,3.0722,5.4454,4.6043,0.2433,0.4327,1.0000,1.0000,0.8660,-0.5000,0.8462,3.3523,1.1540,0.8214,1.0000,1.0000,1.5170,3.1633
150,70,12,4,1,Response modulation,2.8609,6.4574,4.1662,0.3537,0.7224,0.0000,0.0000,0.0000,-1.0000,0.8462,3.1257,1.9779,0.9316,1.0000,2.3300,1.0000,6.1153
150,71,12,5,1,Cognitive change,2.1906,4.9210,4.4325,0.7037,0.7871,0.0000,0.0000,-0.8660,-0.5000,0.8462,4.7449,3.5520,-0.1265,1.7003,2.2442,4.2675,3.1325
150,72,12,6,1,Cognitive change,1.6565,5.6026,4.4650,0.7181,0.6413,0.0000,1.0000,-0.8660,0.5000,0.8462,3.1227,6.7093,-0.0834,1.0000,2.0082,5.7459,1.3010
150,73,13,1,1,Response modulation,1.4315,7.0000,3.9381,0.6269,0.5715,0.0000,1.0000,0.0000,1.0000,0.9231,3.6079,2.6868,0.3023,1.6179,1.2511,1.6905,5.9666
150,74,13,2,1,Response modulation,2.9359,5.3637,3.9964,0.1559,0.3182,1.0000,0.0000,0.8660,0.5000,0.9231,3.3392,1.0000,1.1561,3.5190,1.0000,2.0023,6.3259
150,75,13,3,1,Response modulation,3.3988,4.2424,4.8930,0.6439,0.6041,0.0000,0.0000,0.8660,-0.5000,0.9231,4.0135,1.0922,0.3233,1.9977,1.7172,1.6783,5.2698
150,76,13,4,1,Situation modification,1.0000,6.1978,2.5142,0.2602,0.6474,1.0000,0.0000,0.0000,-1.0000,0.9231,3.4273,3.7229,0.3643,6.5539,3.4786,2.7770,1.0000
150,77,13,5,1,Attentional deployment,1.0000,6.2003,2.7918,0.4404,0.2497,0.0000,1.0000,-0.8660,-0.5000,0.9231,3.4960,2.6593,0.8910,1.0000,7.0000,1.8166,1.5176
150,78,13,6,0,Response modulation,1.0444,6.1508,4.3153,0.6836,0.8099,1.0000,1.0000,-0.8660,0.5000,0.9231,3.8722,2.8722,-0.7145,1.0000,1.9483,1.3659,6.9143
150,79,14,1,1,Attentional deployment,2.6146,4.5690,4.1500,0.6337,0.4999,0.0000,0.0000,0.0000,1.0000,1.0000,3.7413,1.8822,0.5272,1.3881,5.0879,1.4886,1.2391
150,80,14,2,1,Attentional deployment,2.5863,4.5406,4.0044,0.6069,0.3617,1.0000,0.0000,0.8660,0.5000,1.0000,3.3043,2.6578,0.3155,3.8377,5.2978,3.3770,2.1190
150,81,14,3,1,Cognitive change,2.9536,4.5777,4.4124,0.2401,0.5941,1.0000,0.0000,0.8660,-0.5000,1.0000,3.1667,3.2879,0.0787,2.2410,1.7245,6.4079,1.0833
150,82,14,4,0,Cognitive change,1.0000,6.4167,3.3955,0.3498,0.5917,0.0000,1.0000,0.0000,-1.0000,1.0000,3.7155,3.5417,0.3334,1.3825,1.3054,5.2329,1.2963
150,83,14,5,1,Response modulation,2.6330,5.7851,4.4064,0.3338,0.7166,0.0000,1.0000,-0.8660,-0.5000,1.0000,3.4753,1.9950,-0.1120,1.0000,2.0070,1.2950,2.2622
150,84,14,6,1,Cognitive change,1.8605,3.6179,4.3357,0.5251,0.3380,1.0000,1.0000,-0.8660,0.5000,1.0000,3.8961,5.4714,-0.0779,1.9879,1.0000,4.1030,1.0000
151,1,1,1,1,Situation selection,2.8414,5.0451,3.7628,0.2158,0.2043,1.0000,0.0000,0.0000,1.0000,0.0000,3.2820,1.9923,0.4311,3.6034,2.1577,2.2046,1.9869
151,2,1,2,1,Response modulation,2.8218,5.7886,3.3447,0.6383,0.2531,0.0000,0.0000,0.8660,0.5000,0.0000,4.2352,2.2301,0.1991,1.4271,1.8835,2.0370,5.0890
151,3,1,3,1,Attentional deployment,2.4049,5.7234,3.7786,0.3093,0.6118,0.0000,0.0000,0.8660,-0.5000,0.0000,3.5513,3.2808,1.3068,2.1897,5.5110,3.8939,2.9199
151,4,1,4,0,Situation selection,3.6024,3.9864,5.2603,0.6984,0.3070,1.0000,0.0000,0.0000,-1.0000,0.0000,5.1238,1.9979,0.7520,3.0627,2.4673,1.0000,4.5594
151,5,1,5,1,Cognitive change,1.9582,5.3929,4.0021,0.2481,0.1539,0.0000,1.0000,-0.8660,-0.5000,0.0000,3.3696,3.9636,0.2903,2.2676,2.2778,6.4095,1.0000
151,6,1,6,1,Attentional deployment,2.5702,4.9358,4.9813,0.9235,0.6442,1.0000,0.0000,-0.8660,0.5000,0.0000,4.5464,3.2187,0.6185,1.0000,6.1636,1.9033,1.8238
151,7,2,1,1,Cognitive change,1.3674,4.8306,2.8428,0.0433,0.4389,0.0000,0.0000,0.0000,1.0000,0.0769,2.0839,4.6653,1.2120,1.0000,2.4719,4.7733,1.0000
151,8,2,2,0,Cognitive change,1.1252,6.7327,3.9764,0.2513,0.2312,1.0000,0.0000,0.8660,0.5000,0.0769,3.7487,3.1196,0.2505,1.0000,3.1009,5.2480,1.0000
151,9,2,3,1,Response modulation,2.1274,4.6136,4.4275,0.6045,0.6007,0.0000,1.0000,0.8660,-0.5000,0.0769,4.5663,2.7895,0.3812,2.5319,1.0000,1.4875,6.5180
151,10,2,4,1,Situation selection,2.3297,5.0180,4.9167,0.3823,0.4365,0.0000,1.0000,0.0000,-1.0000,0.0769,3.0777,3.4268,-0.2615,3.6803,4.3556,1.4064,3.1257
151,11,2,5,1,Attentional deployment,1.0000,6.0780,3.3323,0.4463,0.4987,1.0000,0.0000,-0.8660,-0.5000,0.0769,3.7012,4.6305,-0.9981,1.0000,5.5273,3.0044,1.0000
151,12,2,6,1,Cognitive change,1.9088,7.0000,4.2660,0.5662,0.8120,0.0000,0.0000,-0.8660,0.5000,0.0769,3.1610,2.0574,0.3479,2.1154,2.1106,5.7080,1.9589
151,13,3,1,1,Situation selection,1.1050,4.8537,4.7588,0.5365,0.7951,1.0000,1.0000,0.0000,1.0000,0.1538,4.0201,4.7423,-1.0771,4.7817,3.2504,1.0000,3.3638
151,14,3,2,1,Situation selection,3.2513,4.7494,4.7779,0.6211,0.6945,0.0000,0.0000,0.8660,0.5000,0.1538,3.3417,3.4926,-0.5526,3.0189,3.8745,3.6704,1.6081
151,15,3,3,1,Attentional deployment,2.3397,6.3317,3.4321,0.3251,0.4941,1.0000,0.0000,0.8660,-0.5000,0.1538,3.3175,2.6851,0.5931,3.2631,5.3351,1.0000,1.1065
151,16,3,4,1,Cognitive change,2.1840,5.5696,3.7884,0.1565,0.3197,1.0000,1.0000,0.0000,-1.0000,0.1538,2.8124,4.4010,0.1773,1.4399,1.4729,5.4995,4.3493
151,17,3,5,1,Response modulation,1.0000,5.1709,3.4410,0.1430,0.2274,0.0000,0.0000,-0.8660,-0.5000,0.1538,2.8362,4.7959,-0.7782,2.1159,1.5704,1.0000,6.5091
151,18,3,6,1,Attentional deployment,2.7927,4.5809,4.0328,0.3179,0.8680,0.0000,1.0000,-0.8660,0.5000,0.1538,3.2710,3.7069,-0.0330,1.8628,4.9405,2.4509,3.5975
151,19,4,1,0,Situation selection,2.9058,5.3901,4.2792,0.5196,0.5985,1.0000,1.0000,0.0000,1.0000,0.2308,4.5476,5.2309,-0.3630,3.4455,2.2608,1.2014,3.4462
151,20,4,2,1,Cognitive change,1.9643,4.7945,3.9903,0.0507,0.5113,0.0000,0.0000,0.8660,0.5000,0.2308,2.8531,4.8174,0.4864,1.6389,2.4316,6.7912,2.7574
151,21,4,3,1,Cognitive change,1.0000,6.9290,3.5958,0.2410,0.8255,0.0000,1.0000,0.8660,-0.5000,0.2308,2.4663,2.8910,0.3001,1.0000,1.6173,5.5280,1.0000
151,22,4,4,1,Situation modification,1.0770,5.1927,3.1798,0.0587,0.3559,1.0000,0.0000,0.0000,-1.0000,0.2308,2.9974,3.7118,0.3833,4.9066,3.2358,3.6113,3.3096
151,23,4,5,1,Situation selection,2.6135,4.8545,4.2607,0.5201,0.5406,1.0000,1.0000,-0.8660,-0.5000,0.2308,3.8418,2.7513,0.1260,4.2987,2.3787,2.3106,1.1325
151,24,4,6,1,Cognitive change,1.6092,4.9281,4.1342,0.5106,0.1764,0.0000,1.0000,-0.8660,0.5000,0.2308,4.3182,4.2796,0.4453,1.0000,3.4524,6.0986,1.0000
151,25,5,1,1,Situation selection,2.4486,5.6778,2.8074,0.2121,0.4018,1.0000,1.0000,0.0000,1.0000,0.3077,3.4284,1.0000,1.1743,4.9967,1.0743,1.0000,2.1587
151,26,5,2,1,Cognitive change,3.4983,4.9179,4.6775,0.4684,0.9510,0.0000,0.0000,0.8660,0.5000,0.3077,4.4063,2.8068,0.4205,2.6390,3.3259,5.1715,1.4937
151,27,5,3,1,Situation modification,4.5741,3.8215,4.6966,0.0720,0.3518,1.0000,0.0000,0.8660,-0.5000,0.3077,2.3205,2.2453,0.4721,7.0000,1.0000,1.0000,1.9411
151,28,5,4,1,Cognitive change,4.8738,3.5375,4.7816,0.1920,0.6418,1.0000,0.0000,0.0000,-1.0000,0.3077,2.3950,2.1453,0.7739,3.5875,2.0387,6.1562,3.4443
151,29,5,5,1,Response modulation,4.8331,3.9954,4.9626,0.1997,0.6760,1.0000,0.0000,-0.8660,-0.5000,0.3077,2.2580,1.7441,0.0188,2.6142,1.6087,1.0000,4.4630
151,30,5,6,1,Response modulation,3.3443,4.2113,5.3228,0.5213,0.8289,1.0000,1.0000,-0.8660,0.5000,0.3077,3.4294,2.4115,0.1289,1.4835,3.0838,2.5760,6.0524
151,31,6,1,1,Situation modification,3.1573,3.7235,5.3431,0.5712,0.8502,1.0000,1.0000,0.0000,1.0000,0.3846,3.6381,5.0306,0.7826,4.7492,1.0000,2.3527,2.5172
151,32,6,2,1,Cognitive change,3.6050,4.3076,5.3488,0.3115,0.7287,0.0000,1.0000,0.8660,0.5000,0.3846,3.5557,1.7902,0.9585,1.0000,4.0133,6.7171,1.0000
151,33,6,3,1,Cognitive change,2.3610,4.7082,4.5131,0.2738,0.4299,0.0000,0.0000,0.8660,-0.5000,0.3846,3.1869,3.9451,-0.0926,1.0000,3.5595,5.3357,1.2161
151,34,6,4,1,Response modulation,2.2731,5.6621,3.8910,0.2804,0.0905,1.0000,1.0000,0.0000,-1.0000,0.3846,4.3445,2.4380,-0.0379,1.9973,1.0000,1.0000,5.1254
151,35,6,5,1,Situation selection,4.4143,3.8453,5.1309,0.7959,0.5877,0.0000,0.0000,-0.8660,-0.5000,0.3846,4.3230,3.1403,-0.1635,4.4970,3.7428,2.1920,3.8039
151,36,6,6,1,Situation selection,3.4477,5.4521,5.1195,0.8785,0.6699,0.0000,0.0000,-0.8660,0.5000,0.3846,4.8519,4.0236,0.2024,3.7228,3.0811,1.5983,2.8053
151,37,7,1,1,Situation selection,4.0782,3.8994,4.4364,0.4984,0.4190,0.0000,1.0000,0.0000,1.0000,0.4615,3.6119,2.7574,-0.0597,1.0000,3.2769,1.8082,1.5967
151,38,7,2,1,Attentional deployment,4.4997,3.8329,5.2260,0.4112,0.1192,0.0000,0.0000,0.8660,0.5000,0.4615,4.3994,3.6427,0.3894,1.6381,7.0000,1.7987,1.0000
151,39,7,3,1,Response modulation,4.2814,4.3667,5.1551,0.4157,0.4104,0.0000,1.0000,0.8660,-0.5000,0.4615,3.9660,2.8972,0.8842,1.0000,2.8123,2.1312,6.0215
151,40,7,4,1,Cognitive change,2.9704,4.3498,4.7886,0.7025,0.5052,0.0000,0.0000,0.0000,-1.0000,0.4615,5.0115,4.1818,0.0317,2.1064,4.5640,4.5626,1.0000
151,41,7,5,1,Attentional deployment,2.4705,5.0394,4.3509,0.4456,0.6307,0.0000,0.0000,-0.8660,-0.5000,0.4615,3.8401,2.8259,0.0101,1.5995,7.0000,1.1880,1.2256
