participant_id,split,prompts_answered,trait_SS,trait_SM,trait_AD,trait_CC,trait_RM,adapt_SS,adapt_SM,adapt_AD,adapt_CC,adapt_RM,label_SS,label_SM,label_AD,label_CC,label_RM,ERQCA_reappraisal,ERQCA_suppression,ERC_teacher
338,train,38,-0.0580,0.0027,0.0473,-0.8585,-0.7359,-0.2143,0.6871,1.4702,-1.5000,0.6948,0,0,1,0,1,2.894,2.299,2.673
339,test,36,0.6167,0.3571,-0.5310,0.4270,-0.5441,1.0744,1.2024,0.6460,0.3915,0.2019,1,1,0,0,0,3.774,1.195,3.608
340,train,39,-0.5060,-0.0635,-0.3494,-0.5538,-0.1331,-0.3980,1.2925,0.9254,0.6342,1.0271,0,1,0,1,1,3.423,1.594,3.590
341,train,39,-0.0796,0.4999,0.2393,0.1410,-0.6471,-1.5000,1.2863,1.1407,0.7655,0.0175,0,1,1,1,0,3.802,1.841,3.277
342,train,36,1.5383,0.7800,0.6856,0.9101,-1.8055,0.6447,0.9165,0.6632,0.2978,-1.5000,1,1,0,0,0,4.225,1.000,2.824
343,train,37,0.8074,0.4652,0.4931,0.3966,0.4179,0.5433,1.2079,0.5011,0.5484,0.5526,1,1,0,1,0,4.087,3.443,3.079
344,test,41,-0.4541,-0.3726,1.0443,-0.2078,0.2918,-1.5000,0.3243,1.4951,0.3507,1.0805,0,0,1,0,1,3.702,3.512,3.465
345,validation,35,-1.6410,-0.2626,0.0378,0.2266,-0.3378,-1.5000,0.7826,1.2426,0.7540,0.4803,0,0,1,1,0,3.398,2.208,3.206
346,train,36,0.9528,0.7030,0.5057,0.5556,0.8452,0.5833,0.6476,1.1676,0.4704,0.4874,1,0,1,1,0,4.838,3.650,3.577
347,train,33,0.1662,-1.0650,-0.8388,-0.5483,0.7583,0.4912,0.2205,0.2365,0.5439,1.3375,1,0,0,1,1,2.724,2.438,3.192
348,train,39,0.6284,-0.3720,0.0047,-0.5194,0.3852,0.7409,0.5455,1.1774,0.4268,1.1073,1,0,1,0,1,3.479,2.495,3.383
349,train,40,-1.1453,-0.9564,-0.5877,-0.6258,-1.4913,0.6704,0.6679,0.9179,0.4877,-1.5000,1,0,0,1,0,3.018,2.089,2.998
350,test,37,-0.1926,1.1610,1.0443,1.7540,0.1337,-1.5000,1.2497,1.2050,1.2878,-0.0456,0,1,1,1,0,4.644,3.409,3.749
351,train,32,0.3272,-0.1134,-0.1040,0.1481,0.0138,0.9300,0.6393,0.7393,0.2645,1.0245,1,0,0,0,1,3.886,1.844,4.000
352,train,33,-0.4466,0.4402,0.3171,0.2309,0.0474,-1.5000,1.4625,1.4260,0.5681,0.8090,0,1,1,1,1,4.005,3.216,2.748
353,train,38,-0.4908,-0.3608,0.3727,0.7312,0.3913,0.0044,0.9399,0.8204,0.6783,1.2240,0,1,0,1,1,3.866,3.539,3.802
354,validation,38,0.1839,0.4741,0.4697,1.1833,0.6824,0.7777,0.9461,0.8533,0.9557,1.0662,1,1,0,1,1,4.544,3.339,4.000
355,train,38,-1.0766,-0.3837,0.0213,0.2784,-0.0010,0.4725,-0.1785,0.9257,1.0358,0.8110,1,0,0,1,1,3.253,3.133,3.481
356,train,42,-1.3701,-0.6055,-0.7092,-1.1851,-0.4631,-0.2389,0.2856,0.7692,0.7786,1.1691,0,0,0,1,1,2.964,1.933,2.461
357,train,41,1.5821,0.3612,1.1782,0.4325,2.9223,0.3858,0.3191,0.3142,-1.5000,1.6558,1,0,0,0,1,4.271,4.459,3.216
358,train,39,0.1408,-0.0333,-0.6219,-0.0693,-1.1866,0.8611,1.1107,0.9397,0.8760,-0.0626,1,1,0,1,0,3.872,1.889,3.549
359,validation,40,0.1133,-0.8402,-1.3797,-0.0672,-1.2819,1.0250,0.5663,0.2618,1.1566,0.6384,1,0,0,1,0,3.470,2.653,3.495
360,test,39,-0.3130,-1.4026,0.4218,-0.3656,0.5058,0.2673,0.6108,1.4411,-1.5000,0.9753,0,0,1,0,1,3.433,3.283,3.025
361,test,35,-0.1189,0.6604,0.3177,-0.0624,0.9672,0.0649,1.0418,1.2140,0.3168,0.8723,0,1,1,0,1,3.536,3.284,3.950
362,train,36,0.7916,0.2565,-0.2937,-0.1307,-0.5700,1.0227,0.2633,1.0615,0.7812,0.2825,1,0,1,1,0,3.210,1.893,4.000
363,validation,40,-0.6330,-0.9973,0.3014,-0.7183,-1.0520,-1.5000,0.8177,1.5463,0.6768,0.8736,0,1,1,1,1,2.642,1.673,3.617
364,test,36,-0.1727,-0.1084,0.5084,0.0386,0.4159,0.3028,0.9581,1.2473,0.4610,1.0075,0,1,1,1,1,3.753,4.262,3.402
365,train,38,-0.6489,1.2697,-0.0967,0.3811,-1.7275,0.0274,1.4409,0.2695,0.7115,-1.5000,0,1,0,1,0,4.237,2.305,2.381
366,train,37,0.7644,0.1252,-0.6663,-0.4577,-0.7787,0.9135,0.7755,0.4295,0.2911,0.5382,1,0,0,0,0,4.340,1.516,3.463
367,train,34,-0.7726,-0.8631,-1.5795,-0.4134,0.0833,0.4203,1.0938,-1.5000,0.8718,1.0593,1,1,0,1,1,2.787,3.549,2.784
368,train,44,-0.5762,0.5145,1.1250,-0.2636,-0.5179,-1.5000,0.6360,1.5801,0.7596,-1.5000,0,0,1,1,0,3.908,2.099,3.310
369,train,40,0.8249,-0.2362,-1.4031,0.5154,-0.3938,1.1931,0.8337,-1.5000,1.1983,0.4606,1,1,0,1,0,4.042,1.578,3.434
370,train,39,-0.3521,0.1399,0.3710,-0.3495,0.2054,-1.5000,0.7873,1.3158,-1.5000,0.8912,0,0,1,0,1,2.888,2.404,2.787
371,train,42,-2.0418,-0.5276,-2.2765,-0.7974,-2.8875,-1.5000,1.1864,0.3448,0.8414,0.2723,0,1,0,1,0,3.127,1.000,2.787
372,train,35,0.1320,-1.4913,0.0365,-1.0672,-0.1321,0.5909,-0.2771,1.4334,-1.5000,0.7828,1,0,1,0,1,3.917,2.420,3.126
373,train,40,-0.3624,0.1464,0.2977,0.2583,0.3859,0.1361,0.9759,1.2309,0.2048,0.6208,0,1,1,0,0,2.924,2.290,3.741
374,train,26,1.3833,2.2895,-0.1038,0.7949,-1.0635,0.5595,1.2244,0.2288,0.6016,-1.5000,1,1,0,1,0,4.060,2.723,3.166
375,train,36,-0.9644,0.3346,1.1342,-0.3827,1.9975,-1.5000,0.6322,0.7873,-1.5000,1.5449,0,0,0,0,1,3.014,4.953,3.345
376,train,35,-1.5179,-0.9677,-1.3825,-0.0227,-1.7176,0.3960,0.9951,0.9486,1.4006,0.4234,1,1,1,1,0,3.632,1.000,3.354
377,train,32,-1.1178,-0.1130,-0.9193,-1.6886,-2.0944,0.1837,1.4240,0.2483,0.1757,-1.5000,0,1,0,0,0,2.813,1.678,2.624
378,validation,38,-0.8981,0.3237,-0.6313,-0.1922,0.2957,0.4233,1.3804,0.4718,-1.5000,0.9619,1,1,0,0,1,3.272,3.486,3.346
379,train,31,-1.2043,-0.3261,-0.1062,0.2787,1.1644,-1.5000,0.6138,0.7715,-1.5000,1.4131,0,0,0,0,1,4.008,3.923,3.193
380,train,32,0.8620,-0.7760,1.1619,-0.4969,-0.2653,0.3044,0.2025,1.5442,-1.5000,-1.5000,0,0,1,0,0,2.709,2.549,2.983
381,train,37,1.2037,1.2477,-0.6107,1.5654,-0.5631,0.6469,1.1303,-1.5000,1.1583,0.5917,1,1,0,1,0,4.747,2.886,3.628
382,validation,33,-1.5022,-2.2404,0.2933,-2.0030,1.6205,0.3241,0.2204,0.7337,-1.5000,1.4976,1,0,0,0,1,1.564,3.493,2.789
383,train,38,-1.8413,-1.5081,-0.4337,-1.0854,-0.6607,-1.5000,0.6609,1.0835,0.2854,1.0158,0,0,1,0,1,2.490,2.057,2.760
384,train,34,-0.6380,-0.2616,-0.9317,-0.0160,-0.7342,0.5045,1.2389,0.8230,0.8681,0.7852,1,1,0,1,1,3.209,2.458,3.015
385,train,36,1.3112,-0.2011,0.4681,0.3362,-0.8050,1.3233,0.1157,1.0690,0.8059,0.4890,1,0,1,1,0,3.486,2.570,3.386
386,train,41,0.8112,-0.5450,-0.0001,0.4653,0.1145,1.0232,-0.2808,0.4132,0.8262,0.6990,1,0,0,1,1,3.948,2.806,3.096
387,train,38,-1.0506,-0.6954,-0.0380,-0.6442,0.3024,-1.5000,0.2425,1.0800,-1.5000,1.2315,0,0,1,0,1,2.670,3.256,2.557
388,train,32,-0.0387,0.7621,0.6835,0.5815,1.8514,-1.5000,0.4154,0.7606,-0.2006,1.3465,0,0,0,0,1,3.946,2.996,3.636
389,train,39,-0.6252,-0.2940,-1.0981,0.3375,-0.7976,-0.0743,0.7341,0.5623,0.9078,0.7409,0,0,0,1,1,3.512,2.236,3.864
390,train,36,0.1661,0.1048,0.0269,0.1498,-0.2612,0.5934,0.5303,0.9441,0.5436,0.6515,1,0,1,1,0,4.380,3.210,3.673
391,train,39,-0.7719,-0.4478,-0.3277,-0.9259,-0.4704,0.5648,1.1993,1.1680,-1.5000,0.6277,1,1,1,0,0,3.205,2.963,3.568
392,test,43,-0.8099,-0.9942,-0.4167,-0.8112,-0.1542,-0.1605,0.5322,1.2221,-1.5000,1.2370,0,0,1,0,1,3.329,2.418,3.078
393,train,34,0.5085,-0.1121,-1.3176,-0.4338,-2.1347,0.9852,0.7035,0.8843,0.6005,-1.5000,1,0,0,1,0,3.232,1.000,2.819
394,train,36,-0.1297,-0.3687,0.3417,-0.7557,0.1327,0.7560,0.3544,1.3222,-1.5000,0.8512,1,0,1,0,1,4.429,2.677,3.410
395,train,36,0.1506,-0.8326,1.6520,-0.2186,0.9228,0.5102,-1.5000,1.3319,-1.5000,1.0819,1,0,1,0,1,4.133,3.453,2.879
396,validation,38,0.7867,0.0238,0.1574,1.1428,0.9832,0.3932,0.3715,0.2653,0.9834,1.0767,1,0,0,1,1,5.000,2.317,2.996
397,train,41,0.2996,0.9973,0.9017,1.1815,0.6058,0.0316,1.2611,1.1883,1.0502,0.7513,0,1,1,1,1,4.137,3.465,3.741
398,train,35,0.1049,0.8782,0.8467,0.1094,1.0779,-1.5000,0.8805,0.9506,-1.5000,1.0413,0,1,1,0,1,3.877,3.142,2.989
399,train,33,0.2755,0.2458,-0.9665,-0.5755,-0.9819,0.7362,0.9246,0.9840,0.2651,0.3424,1,1,1,0,0,3.414,2.117,3.744
400,train,37,-0.2990,-1.3654,-1.8597,-1.5242,-1.7300,1.0865,0.7481,0.2484,0.2519,0.3851,1,0,0,0,0,2.159,1.558,3.397
401,train,38,0.3943,0.6700,-0.8999,0.6633,-0.5281,0.8714,0.9971,0.2125,0.6013,0.3057,1,1,0,1,0,4.113,2.558,3.863
402,train,35,0.0176,-1.6804,-0.5860,0.1288,0.3658,0.7105,-1.5000,0.6752,0.7185,1.0893,1,0,0,1,1,3.655,3.546,3.019
403,test,38,-1.0156,-0.3502,1.1890,0.0745,1.5330,0.4125,-0.2691,0.9984,0.5319,1.1916,1,0,1,1,1,3.655,4.936,3.287
404,train,38,-0.6491,-0.5151,-1.2640,-1.7435,-1.4855,0.1994,1.0515,0.8129,0.3684,0.1292,0,1,0,0,0,3.046,1.857,2.929
405,test,37,1.5147,1.9412,0.7745,1.0574,-0.0525,0.5012,1.3994,-1.5000,1.1188,-0.0596,1,1,0,1,0,3.596,3.208,3.740
406,train,42,-0.6953,0.5614,-0.2105,-0.0705,0.1654,0.3886,1.1871,1.3485,0.3323,0.5892,1,1,1,0,0,3.403,2.598,3.532
407,train,34,-0.6843,0.6575,-1.4399,0.4733,-0.8524,-1.5000,1.4534,-1.5000,1.0813,0.3912,0,1,0,1,0,3.804,1.762,3.546
408,train,39,-0.9016,-0.1882,0.3311,-1.7054,-0.6376,0.2259,1.1757,1.4797,-1.5000,0.4114,0,1,1,0,0,2.900,2.457,3.578
409,train,37,-0.8475,-0.1546,-0.1889,0.1698,-0.9785,-0.4130,1.2517,0.8825,0.6847,0.5993,0,1,0,1,0,3.780,1.330,4.000
410,test,38,-1.0836,-1.1082,-1.0714,-2.0068,-0.7223,-0.0363,1.0954,0.9974,-1.5000,1.2028,0,1,1,0,1,2.641,1.264,3.087
411,train,35,0.5180,0.2364,1.0715,0.9964,-0.0200,0.6740,0.7875,1.3381,0.8756,-1.5000,1,0,1,1,0,5.000,2.631,3.140
412,test,36,-1.0173,-0.7030,-1.0202,-1.4453,-1.8155,0.7916,0.6938,1.0936,0.7455,-1.5000,1,0,1,1,0,2.586,1.000,2.877
413,train,36,-0.5389,0.0548,-1.5153,-0.2985,-0.4412,0.0566,0.9783,-1.5000,0.5977,0.8978,0,1,0,1,1,3.577,3.452,2.739
414,train,41,-0.9075,0.2409,0.6000,-0.7328,-0.7114,0.0287,0.8438,1.3704,-1.5000,0.2959,0,1,1,0,0,2.918,2.660,3.253
415,train,34,-0.9958,-0.6137,0.3605,0.1654,-1.5855,0.3169,0.6443,1.5021,0.7812,-1.5000,1,0,1,1,0,3.742,1.253,3.182
416,train,41,0.2819,-0.1137,-0.9892,-0.2357,0.9647,0.3695,0.7107,0.4069,0.5755,1.3608,1,0,0,1,1,3.635,3.380,3.432
417,train,39,-0.5884,0.8105,0.4548,-0.7951,0.5883,0.1625,1.0341,0.8311,-1.5000,0.7025,0,1,0,0,1,2.716,2.908,2.356
418,train,40,1.1810,0.3744,0.3384,0.4303,0.6401,0.8932,0.9228,0.3103,0.5927,1.0425,1,1,0,1,1,4.063,4.145,4.000
419,train,43,-0.3666,-1.1033,-0.5571,0.3306,0.3202,0.6140,0.4345,0.6042,1.0873,1.0891,1,0,0,1,1,4.489,2.579,3.752
420,validation,34,0.5853,-0.0054,1.1801,0.0645,0.6973,0.7123,-0.5092,1.4763,-0.1620,0.6559,1,0,1,0,0,3.878,3.407,2.997
